Batch_Num,Metric1,Thickness1,Thickness2,Metric2,Metric3,Metric4,Metric5,Metric6,Yield1,Width1,Length1,Metric7,Metric8,Metric9,Yield2,Width2,Length2,Metric10
151,2983.27,2522.16,2219.8222,1032.5542,1.2795,102.3356,0.1195,1.5708,0.9597,197.3481,65.0444,11.5545,421.3891,10.1964,0.972,187.1517,63.8744,12.4796
152,3095.06,2494.55,2180.1556,1822.5073,1.2579,98.1289,0.1261,1.5796,0.9531,199.63,64,5.7765,418.4673,10.5284,0.9721,189.1017,64.1363,12.4253
153,2999.18,2560.67,2222.3222,1678.9669,1.5099,99.6944,0.1248,1.4635,0.9564,198.2386,66.7111,11.792,420.1566,9.9372,0.9641,188.3014,64.2949,
154,2939.56,2557.94,2242.2444,1695.7049,1.4215,99.9944,0.1215,1.4313,0.9608,201.9255,67.9778,5.7457,419.8092,9.6793,0.97,192.2461,63.9715,12.4827
155,2973.86,2359.01,2196.6555,1066.1908,1.2188,101.89,0.1211,1.4544,0.9554,198.2289,65.8,9.5221,403.3885,10.7177,0.972,187.5112,64.2122,12.469
156,3052.82,2525.33,2186.2667,1088.7359,1.2723,103.5633,0.1212,1.4891,0.96,202.7228,70.2444,2.4472,412.4277,10.7668,0.974,191.9561,64.2144,12.5098
157,2914.47,2492.14,2181.6111,1083.3937,1.2484,104.1478,0.1216,1.5568,0.9515,202.4492,61.2222,2.9634,414.3435,10.5142,0.9738,191.935,64.1871,12.4371
158,2959.86,2491.19,2208,1835.9832,1.5714,100.2478,0.1238,1.468,0.9649,196.7845,63.9,3.3456,419.7146,8.0711,0.9787,188.7133,64.2232,12.3376
159,2964.77,2524.44,2181.5111,1177.083,1.3012,100.9333,0.1215,1.4047,0.963,195.5249,69.0111,11.7113,408.0994,9.8767,0.9748,185.6482,64.2144,12.5098
160,3045.7,2456.17,2184.8778,960.8486,1.016,102.5333,0.1214,1.5859,0.9652,198.1573,71.1222,4.2038,411.9064,9.4522,0.9595,188.7051,64.2175,12.5563
161,3057.03,2468.41,2184.8778,960.8486,1.016,102.5333,0.1214,1.4549,0.9579,201.0679,68.8556,19.5465,429.0356,9.6394,0.9579,191.4285,63.8874,12.5563
162,2969.52,2546.75,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4519,0.9649,198.8842,63.2556,3.6676,405.2775,9.9547,0.973,188.9295,64.0107,12.5022
163,2892.37,2517.09,2184.8778,960.8486,1.016,102.5333,0.1214,1.458,0.9581,200.4383,67.6333,12.7227,416.5171,9.7123,0.9577,190.726,63.8874,12.5549
164,3026.77,2474.32,2181.6111,1083.3937,1.2484,104.1478,0.1216,1.4059,0.9636,196.5244,63.3889,13.1655,411.0683,10.2585,0.9722,186.2659,64.0838,12.4771
165,2999.01,2447.29,2217.7556,1349.3451,1.2793,105.31,0.1237,1.5554,0.9531,199.3222,65.3556,3.3901,400.1254,10.5147,0.9712,188.8075,63.8744,12.4796
166,3072.75,2581.18,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4704,0.9759,198.4669,69.8778,4.4656,406.2116,9.4018,0.9745,189.0652,63.9715,12.548
167,3090.97,2469.6,2218.7889,1622.3514,1.2043,98.2667,0.1224,1.5129,0.9584,198.9612,68.3444,10.6658,409.2243,9.6762,0.9578,189.285,63.8874,12.5563
168,2889.26,2529.16,2184.8778,960.8486,1.016,102.5333,0.1214,1.5285,0.9698,197.595,70.1889,4.4969,410.5465,9.4154,0.9631,188.1796,64.23,12.5102
169,2964.85,2493.32,2218.7889,1622.3514,1.2043,98.2667,0.1224,1.4377,0.9618,199.641,70.4,9.3781,412.8914,9.7516,0.9613,189.8894,63.8874,12.5563
170,3041.56,2508.56,2184.8778,960.8486,1.016,102.5333,0.1214,1.5473,0.9496,200.0665,69.3222,4.8999,409.967,9.9098,0.9601,190.1566,64.23,12.5102
171,2908.06,2465.07,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4435,0.9609,200.4927,61.3222,6.3614,418.3739,9.9009,0.9687,190.5918,64.0502,12.5022
172,2949.65,2335.06,2184.8778,960.8486,1.016,102.5333,0.1214,1.5186,0.9786,197.6454,63.3778,4.9655,405.0443,9.4318,0.9728,188.2137,64.0107,12.5506
173,2954.44,2576.94,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4767,0.9622,198.4958,65.5111,4.6105,418.5487,9.9242,0.9691,188.5717,64.3732,12.5037
174,3018,2320.05,2248.4222,1418.5634,1.4905,102.6444,0.1212,1.5792,0.9022,198.6815,65.3111,4.4432,401.3819,9.3644,0.9083,189.3171,64.2122,12.5486
175,2929.2,2486.59,2234.6111,1590.1699,1.2049,98.7567,0.1208,1.5884,0.9738,197.0611,62.7444,4.023,409.6585,9.7024,0.9714,187.3587,64.0502,12.5506
176,3071.09,2521.23,2248.4222,1418.5634,1.4905,102.6444,0.1212,1.6138,0.9534,199.309,65.8444,4.6595,427.4906,9.5947,0.9718,189.7143,64.2122,12.5698
177,3033.95,2505.4,2248.4222,1418.5634,1.4905,102.6444,0.1212,1.3868,0.9679,197.5779,67.8222,5.2679,423.2805,9.8714,0.9789,187.7066,64.2144,12.3376
178,3075.87,2501.93,2248.4222,1418.5634,1.4905,102.6444,0.1212,1.5442,0.9723,202.3061,63.3111,4.5056,419.2395,9.9055,0.9768,192.4006,64.3323,12.3376
179,2846.07,2514.66,2234.6111,1590.1699,1.2049,98.7567,0.1208,1.5622,0.9698,198.117,68.1556,14.0406,414.3115,10.6319,0.9798,187.4852,64.2144,12.5724
180,2916.54,2480.64,2256.1222,1226.2217,1.4656,106.3122,0.1209,1.5496,0.9678,198.1241,68.0444,4.4218,405.6806,9.8774,0.9778,188.2466,64.5164,12.5724
181,3058.89,2504.38,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4068,0.9755,198.6727,62.7889,13.2758,408.0131,9.5528,0.9736,189.1198,64.0107,12.5506
182,2997.07,2543.11,2256.1222,1226.2217,1.4656,106.3122,0.1209,1.4779,0.9687,198.3858,69.9333,3.6439,404.3204,9.5153,0.9737,188.8705,64.2144,12.5724
183,2928.03,2497.03,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4494,0.9594,201.4312,63.7889,4.4757,414.649,9.8867,0.9673,191.5444,64.0107,12.5037
184,3028.65,2455.14,2228.0555,1816.9286,1.2244,100.2256,0.1231,1.4554,0.9522,202.9727,65.5778,9.87,406.5015,9.941,0.9611,193.0317,64.1536,12.469
185,2943.34,2485,2234.6111,1590.1699,1.2049,98.7567,0.1208,1.6081,0.969,197.8468,68.9444,11.8339,402.5961,10.6284,0.9793,187.2184,64.5164,12.3376
186,3022.71,2511.09,2220.7111,1064.8446,0.9747,103.0567,0.1193,1.4976,0.9566,199.6705,67.8,11.8975,420.7429,10.0516,0.9728,189.6189,64.3976,12.5088
187,2936.64,2509.65,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.51,0.972,200.3313,61.3333,4.7401,428.7618,9.3127,0.9698,191.0186,64.2199,12.548
188,3035.2,2662.19,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4616,0.9722,200.4544,65.5889,9.5362,404.1228,9.6716,0.97,190.7828,64.1658,12.5506
189,3074.69,2391.71,2221.9444,1551.6947,1.5296,99.2678,0.1222,1.4746,0.9737,201.0161,64.1333,5.1672,417.2615,9.4571,0.9718,191.5589,64.1871,12.548
190,2938.03,2480.9,2138.8778,1046.6043,1.2559,103.34,0.124,1.4701,0.9723,200.7632,63.1333,6.1867,421.2201,9.9513,0.977,190.8119,64.235,12.5849
191,3024.74,2553.6,2171.8111,1007.2396,1.4598,104.7444,0.1252,1.4957,0.9453,197.284,66.7,14.6304,409.4658,10.0903,0.9666,187.1937,64.004,12.6202
192,3109.01,2487.16,2171.8111,1007.2396,1.4598,104.7444,0.1252,1.603,0.9518,197.6224,67.7222,9.9939,411.0956,10.083,0.9705,187.5394,64.1215,12.6202
193,2956.64,2436.12,2139.2667,1123.345,1.3699,102.2522,0.1254,1.384,0.9622,197.9232,63.7556,12.7786,406.3874,10.0985,0.9703,187.8247,64.1557,12.5547
194,3024.15,2521.24,2191.7889,1133.3967,1.3808,106.6711,0.1237,1.6035,0.9446,200.2513,67.4,6.0457,422.7032,10.0974,0.9667,190.1539,63.9006,12.6202
195,2997.41,2401.53,2139.2667,1123.345,1.3699,102.2522,0.1254,1.4845,0.9621,197.5258,64.7333,13.377,405.1345,10.3797,0.9702,187.1461,64.1658,12.5547
196,3030.17,2559.12,2220.7111,1064.8446,0.9747,103.0567,0.1193,1.515,0.9528,203.0877,66.5444,10.7258,395.2285,10.5223,0.9614,192.5654,64.3976,12.469
197,2967.4,2553.04,2304.2111,1857.8658,1.7719,96.9967,0.1183,1.5334,0.9521,198.6616,64.7889,4.4001,404.9213,9.4214,0.9615,189.2402,64.1536,12.4278
198,3067.34,2496.56,2177.1667,969.6185,1.0125,104.9322,0.1243,1.4833,0.955,198.7597,64.9,4.9195,407.3818,10.1262,0.9727,188.6334,63.8744,12.5549
199,3074.63,2538.75,2223.4,1104.9568,1.2479,105.7289,0.1219,1.5679,0.9663,203.0076,65.4444,5.1365,406.8667,9.3528,0.9712,193.6548,64.3323,12.3376
200,2992.92,2706.54,2146.8555,917.5352,1.0638,106.8833,0.126,1.3479,0.9498,199.9538,62.8778,7.1587,397.5708,10.2131,0.9611,189.7407,64.0107,12.5547
201,2896.63,2550.51,2165.6222,953.004,1.3366,105.9356,0.125,1.4281,0.9434,198.8053,67.7333,4.2628,412.501,10.4427,0.9678,188.3627,64.004,12.6202
202,3054.13,2511.14,2192.6889,1130.991,1.3923,102.1067,0.122,1.4005,0.974,195.1023,63.9889,10.1975,417.5535,10.4585,0.981,184.6438,64.3323,12.3376
203,3031.39,2632.88,2280.8222,1125.7334,0.6815,101.9111,0.1221,1.5362,0.9607,199.4963,62.6778,3.0095,392.5352,9.5536,0.9583,189.9427,64.0969,12.4322
204,2981.95,2279.48,2205.2889,1630.3112,1.2733,98.8056,0.1218,1.4334,0.9583,195.5076,69.9,4.0633,409.7165,10.4299,0.9718,185.0777,64.2803,12.4047
205,2977.98,2384.66,2212.7111,1062.6288,1.3848,101.93,0.1212,1.431,0.964,208.1239,67.5667,14.0538,423.2695,9.8416,0.9707,198.2823,63.9349,12.4578
206,3072.35,2551.84,2212.7111,1062.6288,1.3848,101.93,0.1212,1.5101,0.9607,207.1451,67.4222,13.4022,426.6365,9.9413,0.9684,197.2039,64.081,12.4578
207,2998.59,2559.07,2184.8889,982.8147,1.0124,103.1656,0.1245,1.3933,0.9462,199.5091,64.0333,8.0805,391.3714,10.3654,0.9575,189.1438,63.8677,12.6202
208,2855.96,2539.78,2187.4444,980.2436,1.0997,104.13,0.1233,1.4969,0.9617,198.6198,69.3778,6.8777,412.6033,9.8124,0.9641,188.8074,63.9006,12.4069
209,2962.13,2540.95,2211.3889,1763.4015,1.6569,101.9133,0.1212,1.4659,0.9477,197.8149,66.5778,4.083,411.4099,10.3541,0.9576,187.4609,63.7749,12.46
210,3051.32,2464.39,2205.2889,1630.3112,1.2733,98.8056,0.1218,1.4845,0.9541,199.9896,69.6111,13.6157,424.7793,10.1182,0.9712,189.8715,64.2803,12.4069
211,3104.4,2506.27,2205.4667,1035.6241,1.1295,105.56,0.1216,1.378,0.9617,199.8895,67.6556,12.7494,413.0471,9.6172,0.9594,190.2723,64.2803,12.4069
212,2892.99,2332.39,2216.9556,907.1863,1.4472,105.0367,0.1212,1.5094,0.9499,199.1247,66.2556,5.2595,417.0943,10.2754,0.9595,188.8493,64.0317,12.46
213,2995.76,2526.22,2230.0333,1668.6804,1.5739,99.0522,0.1204,1.5573,0.9567,200.2163,68,9.3836,427.7007,9.9101,0.9651,190.3062,63.7678,12.6063
214,3034.34,2631.47,2179.0445,2028.2208,1.5552,95.4256,0.1234,1.4281,0.9452,204.2667,68.8111,7.3072,403.0785,9.6664,0.9657,194.6004,64.004,12.6278
215,3075.76,2491.55,2185.9333,1659.6962,1.629,98.6822,0.1227,1.451,0.9502,203.9864,69.9222,10.8725,406.2164,9.6884,0.9689,194.298,63.9006,12.4322
216,3043.05,2466.36,2205.2889,1630.3112,1.2733,98.8056,0.1218,1.4538,0.9533,199.3215,66.1222,7.4024,411.3634,10.6033,0.971,188.7182,64.1658,12.3741
217,2940.5,2441.61,2205.2889,1630.3112,1.2733,98.8056,0.1218,1.358,0.9659,200.3236,66.2778,6.4351,392.4189,10.3512,0.9648,189.9724,63.9038,12.3741
218,3065.36,2162.87,2211.3889,1763.4015,1.6569,101.9133,0.1212,1.5337,0.9681,198.7876,70.5333,7.0078,403.4078,9.4274,0.9735,189.3602,63.7959,12.4578
219,3038.21,2521.84,2273.7556,1549.8407,1.4105,105.0467,0.1171,1.3666,0.958,198.4092,70.9778,14.1879,426.1956,10.0229,0.9678,188.3863,64.2033,12.6063
220,2912.76,2480.54,2233.7666,1772.4931,0.9501,100.7256,0.1215,1.4029,0.9759,198.8363,68.1778,9.7333,418.6612,10.3441,0.9792,188.4922,63.7749,12.4527
221,3091.71,2548.95,2233.7666,1772.4931,0.9501,100.7256,0.1215,1.521,0.9599,197.8643,68.3222,7.661,410.6937,10.2848,0.9674,187.5795,64.0317,12.46
222,2907.96,2439.31,2225.5889,1890.2199,1.6,97.2756,0.1202,1.5356,0.9451,198.1369,69.2,5.1309,415.138,9.9969,0.9665,188.1401,63.7749,12.46
223,3037.49,2463.11,2205.2889,1630.3112,1.2733,98.8056,0.1218,1.3605,0.9619,199.7563,69.0667,6.8695,396.9662,10.3504,0.961,189.4059,64.2803,12.3741
224,2971.15,2474.95,2185.9333,1659.6962,1.629,98.6822,0.1227,1.4355,0.9504,203.0964,61.7222,12.3751,417.7334,10.0072,0.9687,193.0892,64.2033,12.6063
225,3076.52,2502.62,2197.6444,1247.0334,0.7865,99.9211,0.1203,1.5059,0.9692,201.7841,70.9556,8.2955,420.5541,10.2875,0.9794,191.4966,63.7959,12.4578
226,2999.86,2287.9,2197.6444,1247.0334,0.7865,99.9211,0.1203,1.4785,0.9519,202.323,67.6667,7.9176,415.7125,10.3412,0.9694,191.9819,64.081,12.46
227,2992.52,2470.14,2197.6444,1247.0334,0.7865,99.9211,0.1203,1.4703,0.969,201.9097,70.0444,7.6963,421.8317,10.3261,0.9795,191.5835,63.7959,12.4578
228,3109.02,2472.13,2197.6444,1247.0334,0.7865,99.9211,0.1203,1.4406,0.97,201.7606,62.5111,8.6333,421.0477,10.3431,0.9794,191.4175,64.0491,12.4527
229,2954.1,2489.91,2179.0445,2028.2208,1.5552,95.4256,0.1234,1.4685,0.9572,201.7063,67.2333,6.1833,401.8106,9.9873,0.9662,191.719,63.9266,12.6063
230,3006.22,2257.81,2185.9333,1659.6962,1.629,98.6822,0.1227,1.4557,0.9539,199.6664,68.9,10.1,408.6915,10.1897,0.9688,189.4768,63.9006,12.6063
231,3088.73,2378.95,2185.9333,1659.6962,1.629,98.6822,0.1227,1.3731,0.9475,203.3401,67.9667,12.4201,424.5263,10.005,0.9677,193.3351,64.004,12.4322
232,2940.65,,2214.0556,1150.7775,1.3772,102.9389,0.1205,1.4978,0.9709,201.9724,61.5778,7.7634,410.5165,10.3643,0.9803,191.6082,64.0969,12.4578
233,2948.42,2444.55,2204.9223,1787.6757,1.5138,100.4322,0.1216,1.3906,0.963,199.7718,65.1333,7.6365,414.5512,9.5037,0.9624,190.2681,64.1615,12.6108
234,2958.39,2478.99,2231.9556,1185.0959,1.0208,102.5344,0.1192,1.4881,0.9489,199.0452,67.5889,5.8573,416.4335,9.9361,0.9676,189.1091,64.1615,12.6159
235,3025.01,2604.26,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.4476,0.9711,199.2029,63.9222,11.8878,407.0764,10.0345,0.9803,189.1684,64.0491,12.4527
236,3045.71,2490.25,2197.6444,1247.0334,0.7865,99.9211,0.1203,1.4257,0.9688,199.1869,62.9889,11.9209,413.6465,10.1341,0.9732,189.0528,64.0491,12.4527
237,3035.98,2458.15,2230.0333,1668.6804,1.5739,99.0522,0.1204,1.372,0.9547,206.8379,67.2222,6.0494,400.5666,10.3911,0.9642,196.4468,64.0262,12.6063
238,2908.04,2494.37,2185.9333,1659.6962,1.629,98.6822,0.1227,1.5221,0.9482,202.8708,65.8222,6.1263,398.5726,10.4202,0.9593,192.4506,64.0262,12.371
239,2984.45,2444.09,2230.0333,1668.6804,1.5739,99.0522,0.1204,1.356,0.9551,207.0302,66.8556,11.4256,407.276,9.1874,0.9537,197.8428,64.0262,12.6063
240,3061.98,2344.91,2197.2667,911.2054,1.3257,104.1722,0.1208,1.3595,0.9473,202.8766,63.4889,5.0594,393.6977,10.7158,0.9673,192.1608,64.0491,12.4896
241,2900.69,2483.06,2191.1111,1564.6023,0.9366,102.51,0.1234,1.5192,0.9683,198.1951,67.7111,7.4172,414.5525,10.297,0.9794,187.8982,64.081,12.4527
242,2916.02,2467.49,2185.9333,1659.6962,1.629,98.6822,0.1227,1.4114,0.943,202.5579,65.6778,11.2227,423.8263,10.1733,0.9642,192.3847,64.0262,12.6063
243,2959.2,2491.6,2181.1555,1010.6897,1.3711,103.1456,0.1215,1.4737,0.9527,200.4098,68.8222,10.9579,412.0222,10.3713,0.9629,190.0384,64.0262,12.6316
244,2963.75,2593.63,2204.9223,1787.6757,1.5138,100.4322,0.1216,1.5105,0.951,199.3709,69.4333,4.5468,406.6076,10.3906,0.96,188.9803,63.9006,12.6571
245,3107.79,2470.81,2280.8222,1125.7334,0.6815,101.9111,0.1221,1.4454,0.9539,203.213,67.9,9.1952,423.2751,9.6259,0.9545,193.5871,63.9261,12.4322
246,2981.08,2616.63,2177.3222,1089.3655,1.3101,101.1478,,1.419,0.9548,199.0364,69.6778,11.5007,425.2327,9.6167,0.97,189.4197,63.9167,12.47
247,2985.06,2509.8,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.4245,0.9572,202.6486,66.2778,12.5732,418.4331,10.2655,0.9576,192.3831,64.0145,12.46
248,3043.17,2483.74,2195.7666,1015.3046,1.3663,101.46,0.1207,1.4925,0.952,198.7317,69.8333,11.3532,411.2249,10.6221,0.9698,188.1097,63.9211,12.4469
249,3056.95,2549.73,2195.7666,1015.3046,1.3663,101.46,0.1207,1.4493,0.9436,200.2559,69.7889,8.9373,422.4767,9.8232,0.9552,190.4327,79.2786,12.4469
250,3050.29,2402.57,2185.8111,995.3928,1.3714,102.6422,0.1218,1.4808,0.959,200.5169,68.5667,10.9913,415.6168,10.2697,0.9594,190.2472,64.3159,12.5078
251,3079.9,2463.51,2178.7333,1039.3641,0.7367,101.4922,0.1219,1.5145,0.9454,200.0306,61.0667,8.6903,411.4949,9.4318,0.9573,190.5988,64.0491,12.4753
252,3016.16,2382.03,2185.8111,995.3928,1.3714,102.6422,0.1218,1.5198,0.9499,199.0302,71.7222,13.8365,419.3459,10.6404,0.9688,188.3898,79.2786,12.4469
253,2972.78,2513.68,2197.2667,911.2054,1.3257,104.1722,0.1208,1.4777,0.9466,200.1786,70.4444,10.0227,424.9582,9.3713,0.9587,190.8074,63.7959,12.4104
254,2872.01,2570.13,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.436,0.9608,202.3023,66.6889,9.1503,418.1526,9.9445,0.9687,192.3578,63.9846,12.4337
255,3008.98,2523.55,2197.6444,1247.0334,0.7865,99.9211,0.1203,1.4025,0.9526,199.003,64.0333,10.887,416.0875,9.9514,0.9687,189.0515,63.8677,12.4786
256,2821.23,2549.89,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.484,0.9486,201.4136,68.4222,8.4048,410.0511,9.8004,0.9601,191.6132,63.9349,12.4753
257,3073.67,2349.48,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.4596,0.9571,202.0653,69.0556,7.4945,403.1773,9.9935,0.9669,192.0718,64.004,12.46
258,3012.98,2498.28,2243.7778,1502.9221,1.816,102.0978,0.1195,1.44,0.9515,202.9595,71.2444,8.7225,422.8784,9.4325,0.9608,193.527,64.2033,12.5018
259,3072.31,2308.6,2176.6334,1272.409,1.3828,100.4622,0.1216,1.4378,0.9593,199.986,69.3778,11.0353,413.1905,10.071,0.9737,189.915,63.9167,12.4749
260,2968.02,2494.25,2197.2667,911.2054,1.3257,104.1722,0.1208,1.5193,0.9667,202.6334,67.1778,9.6914,428.4552,9.4449,0.9717,193.1885,64.1016,12.4492
261,3111.93,2460.94,2176.6334,1272.409,1.3828,100.4622,0.1216,1.5183,0.9735,202.2468,68.2,12.3885,404.9158,10.3359,0.9726,191.9109,64.1016,12.4661
262,2957.97,2483.97,2243.7778,1502.9221,1.816,102.0978,0.1195,1.442,0.9569,202.0149,70.1222,9.559,422.7669,9.8972,0.965,192.1177,64.2467,12.4786
263,2850.33,2570.42,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.4067,0.9542,199.8134,70.5111,14.4533,425.7982,9.6315,0.9699,190.182,64.23,12.4337
264,2927.46,2464.8,2243.7778,1502.9221,1.816,102.0978,0.1195,1.4896,0.9581,201.8293,68.1556,8.5018,404.1486,9.987,0.9665,191.8423,78.254,12.4104
265,3055.21,2377.27,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.4929,0.9552,199.6727,62.9556,12.4003,411.5736,10.0371,0.9715,189.6356,64.0385,12.4969
266,3045.21,2561.1,2243.7778,1502.9221,1.816,102.0978,0.1195,1.5032,0.9487,202.8679,72.9222,9.4744,428.9045,9.4302,0.9589,193.4376,64.23,12.46
267,3000.39,2581.67,2197.2667,911.2054,1.3257,104.1722,0.1208,1.4701,0.969,202.4717,69.3889,8.8499,426.3853,9.4152,0.9737,193.0565,64.2803,12.4496
268,2970.87,2610.78,2185.8111,995.3928,1.3714,102.6422,0.1218,1.5155,0.9625,199.9475,63.9778,6.812,409.155,9.6162,0.9621,190.3313,63.8677,12.4969
269,3087.45,2503.32,2243.7778,1502.9221,1.816,102.0978,0.1195,1.3993,0.9455,202.2886,66.5444,9.8855,423.9415,9.4102,0.9563,192.8784,64.0145,12.4337
270,3054.45,2443.68,2243.7778,1502.9221,1.816,102.0978,0.1195,1.4193,0.9551,201.6701,63.7778,10.7648,419.093,10.0212,0.9638,191.6488,63.9038,12.4869
271,2988.52,2291.92,2183.5777,1764.5386,1.705,100.4478,0.1222,1.4305,0.9615,199.9116,68.2,7.0778,410.3098,9.6388,0.9607,190.2728,64.1314,12.4969
272,3033.29,2587.27,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.3669,0.9513,202.6728,63.0556,7.3121,413.5223,10.0634,0.9695,192.6094,63.9038,12.6278
273,3076.5,2554.29,2178.7333,1039.3641,0.7367,101.4922,0.1219,1.415,0.9748,199.4865,67.4556,7.1454,413.6892,9.6426,0.973,189.8439,64.1016,12.4492
274,3075.78,2575.68,2243.7778,1502.9221,1.816,102.0978,0.1195,1.4362,0.9629,199.9113,68.1556,6.4443,412.7534,9.6205,0.962,190.2908,64.4134,12.46
275,3038.25,2337.96,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.3989,0.9605,198.9344,67.4222,8.6844,422.2485,9.6936,0.9595,189.2407,64.1016,12.47
276,2989.91,2575.71,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.4984,0.9444,202.2274,68.0444,7.7447,408.7099,10.0207,0.9653,192.2067,64.3159,12.46
277,3061.24,2734.33,2243.7778,1502.9221,1.816,102.0978,0.1195,1.3971,0.9678,200.8026,69.9222,12.0802,412.3925,10.0621,0.9787,190.7405,63.9349,12.4492
278,3054.18,2408.46,2178.7333,1039.3641,0.7367,101.4922,0.1219,1.45,0.9727,199.216,66.6889,8.131,417.8892,9.6715,0.9709,189.5445,63.9846,12.4527
279,3054.84,2488.5,2185.8111,995.3928,1.3714,102.6422,0.1218,1.4049,0.9486,202.3304,68.5444,11.5524,426.3345,9.5853,0.9576,192.7451,63.9261,12.46
280,3010.71,2513.05,2243.7778,1502.9221,1.816,102.0978,0.1195,1.4547,0.9519,201.4128,67.5222,8.0322,421.6007,9.871,0.9681,191.5418,63.9261,12.4469
281,2935.73,2573.74,2201.5777,976.4791,0.7679,99.9956,0.1202,1.4732,0.9498,202.0686,63.4111,12.8571,428.9675,9.5534,0.9601,192.5153,63.8677,12.4786
282,3018.6,2374.64,2243.7778,1502.9221,1.816,102.0978,0.1195,1.4763,0.9672,200.4579,68.4111,13.2563,424.6843,9.6391,0.9721,190.8189,78.254,12.4496
283,3008.84,2522.9,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.4833,0.9479,201.6866,67.1444,6.8,408.6435,9.8653,0.967,191.8214,64.3159,12.46
284,2969.01,2537.88,2194.6444,999.4387,1.3259,101.9767,0.1205,1.4389,0.9719,198.8736,68.1444,9.4397,430.1498,9.5915,0.9768,189.282,64.1215,12.4496
285,2984.32,2539.73,2214.7111,1493.8781,1.5899,103.9367,0.1202,1.425,0.9477,201.1445,69.4222,8.7953,418.8892,9.4896,0.958,191.6549,63.7959,12.4759
286,3017.94,2629.06,2194.6444,999.4387,1.3259,101.9767,0.1205,1.4246,0.949,203.3156,63.9111,8.331,418.7187,9.4396,0.9595,193.876,64.0969,12.4753
287,2988.66,2533.49,2194.6444,999.4387,1.3259,101.9767,0.1205,1.4459,0.9522,202.0238,63.3444,8.3038,410.2354,10.5814,0.9687,191.4424,64.0491,12.4869
288,3002.46,2693.16,2214.7111,1493.8781,1.5899,103.9367,0.1202,1.4282,0.956,199.7415,65.2556,10.5132,426.5692,10.2944,0.9702,189.447,63.9266,12.4496
289,2962.65,2535.19,2214.7111,1493.8781,1.5899,103.9367,0.1202,1.4738,0.9471,202.8253,69.6889,7.8059,400.5496,10.5663,0.9674,192.259,64.1215,12.4469
290,3021.41,2509.19,2218.5778,1632.2734,0.8396,98.1311,0.1211,1.504,0.9667,202.4774,66.2556,8.1235,415.0363,10.0986,0.9786,192.3787,64.2803,12.5071
291,3073.81,2786.97,2178.7333,1039.3641,0.7367,101.4922,0.1219,1.3576,0.9457,200.583,66.1111,7.6969,414.8297,10.0514,0.9652,190.5316,64.1658,12.4337
292,2983.31,2672.94,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.5312,0.9495,202.0064,63.6111,7.5912,410.4986,9.8987,0.9665,192.1077,63.8677,12.4786
293,3029.19,2459.56,2214.7111,1493.8781,1.5899,103.9367,0.1202,1.447,0.9666,199.3001,69.8444,9.46,409.5174,10.614,0.9776,188.6861,63.9211,12.4273
294,3082.31,2457.92,2194.6444,999.4387,1.3259,101.9767,0.1205,1.4173,0.9461,202.8695,67.6222,9.5456,427.0973,9.3864,0.957,193.483,64.3159,12.4104
295,2997.92,2509.24,2201.5777,976.4791,0.7679,99.9956,0.1202,1.4932,0.9507,202.001,68.3222,8.0224,415.5934,9.8806,0.9685,192.1203,64.2803,12.4337
296,3067.43,2467.11,2214.7111,1493.8781,1.5899,103.9367,0.1202,1.3812,0.9619,199.5867,63.8889,7.4439,405.6238,9.6448,0.9559,189.9419,63.9038,12.46
297,2864.05,2533.75,2224,1510.0797,1.5611,99.83,0.1199,1.3743,0.9564,199.7633,69.6778,7.7805,412.4576,10.2072,0.9559,189.5561,63.7959,12.4759
298,3024.14,2505.03,2185.8111,995.3928,1.3714,102.6422,0.1218,1.461,0.9491,196.9672,59.9889,11.7446,416.823,10.6552,0.9674,186.312,63.7799,12.47
299,3032.29,2356.94,2218.5778,1632.2734,0.8396,98.1311,0.1211,1.3526,0.9708,198.6184,66.0667,7.4728,397.4025,8.0367,0.9553,190.5818,63.7678,12.4786
300,2968.06,2524.25,2218.5778,1632.2734,0.8396,98.1311,0.1211,1.4814,0.9661,200.6979,67.4333,10.5176,419.1647,10.0893,0.9776,190.6087,64.3409,12.4273
